post_url,post_title,series_number,blog_date,blog_title,file_name,has_transcript
https://www.acquired.fm/episodes/qualcomm,Qualcomm,"Season 11, Episode 6","November 14, 2022",The Complete History & Strategy of Qualcomm,qualcomm,True
https://www.acquired.fm/episodes/enron,Enron,"Season 11, Episode 7","November 28, 2022",The Complete History & Strategy of Enron,enron,True
https://www.acquired.fm/episodes/crypto-self-custody-101-with-austin-federa,Crypto Self-Custody 101 (with Austin Federa),ACQ2 Episode,"December 2, 2022",Related Episodes,crypto_selfcustody_101_with_austin_federa,False
https://www.acquired.fm/episodes/stratechery-with-ben-thompson,Stratechery (with Ben Thompson),"Season 11, Episode 8","December 5, 2022",The Complete History & Strategy of Stratechery,stratechery_with_ben_thompson,True
https://www.acquired.fm/episodes/holiday-special-2022,Holiday Special 2022,ACQ2 Episode,"December 18, 2022",Related Episodes,holiday_special_2022,True
https://www.acquired.fm/episodes/capital-formation-and-the-lp-gp-relationship-with-altimeters-meghan-reynolds,Capital Formation and the LP / GP Relationship (with Altimeter’s Meghan Reynolds),ACQ2 Episode,"January 8, 2023",Related Episodes,capital_formation_and_the_lp_gp_relationship_with_altimeters_meghan_reynolds,True
https://www.acquired.fm/episodes/the-nfl,The NFL,"Season 12, Episode 1","January 25, 2023",The Complete History & Strategy of the NFL,the_nfl,True
https://www.acquired.fm/episodes/democratizing-the-tools-of-big-tech-with-statsig-ceo-vijaye-raji,Democratizing the Tools of Big Tech with Statsig CEO Vijaye Raji,ACQ2 Episode,"February 10, 2023",Related Episodes,democratizing_the_tools_of_big_tech_with_statsig_ceo_vijaye_raji,True
https://www.acquired.fm/episodes/lvmh,LVMH,"Season 12, Episode 2","February 21, 2023",The Complete History & Strategy of LVMH,lvmh,True
https://www.acquired.fm/episodes/nintendo,Nintendo's Origins,"Season 12, Episode 3","March 15, 2023",The Complete History & Strategy of Nintendo,nintendos_origins,True
https://www.acquired.fm/episodes/the-future-of-cloud-data-collaboration-with-samooha-co-founder-kamakshi-sivaramakrishnan,The Future of Cloud Data Collaboration (with Samooha Co-Founder Kamakshi Sivaramakrishnan),ACQ2 Episode,"March 19, 2023",Related Episodes,the_future_of_cloud_data_collaboration_with_samooha_cofounder_kamakshi_sivaramakrishnan,True
https://www.acquired.fm/episodes/arena-show-part-ii-brooks-running-with-ceo-jim-weber,Arena Show Part II: Brooks Running (with CEO Jim Weber),"Season 10, Episode 8","May 15, 2022",Related Episodes,arena_show_part_ii_brooks_running_with_ceo_jim_weber,True
https://www.acquired.fm/episodes/capital-efficient-growth-with-zoom-ceo-eric-yuan-veeva-ceo-peter-gassner,Capital-Efficient Growth (with Zoom CEO Eric Yuan & Veeva CEO Peter Gassner),ACQ2 Episode,"May 18, 2022",Related Episodes,capitalefficient_growth_with_zoom_ceo_eric_yuan_veeva_ceo_peter_gassner,True
https://www.acquired.fm/episodes/american-dynamism-with-katherine-boyle,Investing in American Dynamism (with Katherine Boyle),ACQ2 Episode,"June 5, 2022",Related Episodes,investing_in_american_dynamism_with_katherine_boyle,True
https://www.acquired.fm/episodes/the-playbook-lessons-from-200-company-stories,The Playbook: Lessons from 200+ Company Stories,ACQ2 Episode,"June 19, 2022",Related Episodes,the_playbook_lessons_from_200_company_stories,True
https://www.acquired.fm/episodes/walmart,Walmart,"Season 11, Episode 1","July 18, 2022",The Complete History & Strategy of Walmart,walmart,True
https://www.acquired.fm/episodes/dissecting-profitwells-acquisition-with-patrick-campbell,Dissecting ProfitWell's Acquisition (with Patrick Campbell),ACQ2 Episode,"July 27, 2022",Related Episodes,dissecting_profitwells_acquisition_with_patrick_campbell,True
https://www.acquired.fm/episodes/from-nfl-to-startup-coo-to-congressman-regulating-crypto-with-rep-anthony-gonzalez,From NFL to Startup COO to Congressman Regulating Crypto (with Rep. Anthony Gonzalez),ACQ2 Episode,"August 1, 2022",Related Episodes,from_nfl_to_startup_coo_to_congressman_regulating_crypto_with_rep_anthony_gonzalez,True
https://www.acquired.fm/episodes/amazon-com,Amazon.com,"Season 11, Episode 2","August 16, 2022",The Complete History & Strategy of Amazon.com,amazoncom,True
https://www.acquired.fm/episodes/the-2022-state-of-crypto-web3-with-solanas-austin-federa,The 2022 State of Crypto + Web3 with Solana's Austin Federa,ACQ2 Episode,"August 21, 2022",Related Episodes,the_2022_state_of_crypto_web3_with_solanas_austin_federa,True
https://www.acquired.fm/episodes/howard-marks-andrew-marks-something-of-value,Howard Marks & Andrew Marks: Something of Value,ACQ2 Episode,"August 29, 2022",Related Episodes,howard_marks_andrew_marks_something_of_value,True
https://www.acquired.fm/episodes/amazon-web-services,Amazon Web Services,"Season 11, Episode 3","September 5, 2022",The Complete History & Strategy of Amazon Web Services,amazon_web_services,True
https://www.acquired.fm/episodes/reinsurance-climate-kindergarten-ventures-with-nat-manning,"Reinsurance, Climate + Kindergarten Ventures (with Nat Manning)",ACQ2 Episode,"September 8, 2022",Related Episodes,reinsurance_climate_kindergarten_ventures_with_nat_manning,False
https://www.acquired.fm/episodes/benchmark-capital,Benchmark Part I,"Season 11, Episode 4","September 27, 2022",The Complete History & Strategy of Benchmark Capital,benchmark_part_i,True
https://www.acquired.fm/episodes/kindergarten-ventures-vanta-investment-and-building-a-new-strategy-for-venture-with-thomas-mcgannon,"Kindergarten Ventures’ Vanta investment, and building a new Strategy for Venture (with Thomas McGannon)",ACQ2 Episode,"October 2, 2022",Related Episodes,kindergarten_ventures_vanta_investment_and_building_a_new_strategy_for_venture_with_thomas_mcgannon,True
https://www.acquired.fm/episodes/acq-sessions-jason-calacanis,ACQ Sessions: Jason Calacanis,ACQ2 Episode,"October 4, 2022",Related Episodes,acq_sessions_jason_calacanis,True
https://www.acquired.fm/episodes/nzs-capital-part-ii-whats-going-on-in-todays-markets-plus-more-semiconductors,NZS Capital Part II: What’s Going on in Today’s Markets? (Plus more Semiconductors!),ACQ2 Episode,"January 28, 2022",Related Episodes,nzs_capital_part_ii_whats_going_on_in_todays_markets_plus_more_semiconductors,True
https://www.acquired.fm/episodes/peloton,Peloton,"Season 10, Episode 2","February 10, 2022",The Complete History & Strategy of Peloton,peloton,True
https://www.acquired.fm/episodes/the-browser-with-brendan-eich-chief-architect-of-netscape-mozilla-and-ceo-of-brave,"The Browser (with Brendan Eich, Chief Architect of Netscape + Mozilla and CEO of Brave)",ACQ2 Episode,"February 14, 2022",The Complete History & Strategy of Brave,the_browser_with_brendan_eich_chief_architect_of_netscape_mozilla_and_ceo_of_brave,True
https://www.acquired.fm/episodes/10-k-diver-building-a-top-fintwit-account-and-teaching-finance-principles-to-everyone-pseudonymously,10-K Diver: Building a Top Fintwit Account and Teaching Finance Principles to Everyone (Pseudonymously!),ACQ2 Episode,"February 16, 2022",Related Episodes,10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously,True
https://www.acquired.fm/episodes/super-pumped-with-brian-koppelman-and-joseph-gordon-levitt,Super Pumped (with Brian Koppelman and Joseph Gordon-Levitt),ACQ2 Episode,"February 20, 2022",Related Episodes,super_pumped_with_brian_koppelman_and_joseph_gordonlevitt,True
https://www.acquired.fm/episodes/sony,SONY,"Season 10, Episode 3","March 7, 2022",The Complete History & Strategy of Sony,sony,True
https://www.acquired.fm/episodes/tradfi-vs-crypto-explaining-bnpl-and-whats-next-in-fintech-with-bain-capital-ventures-christina-melas-kyriazi,"TradFi vs. Crypto, Explaining BNPL, and What's Next in Fintech (with Bain Capital Ventures' Christina Melas-Kyriazi)",ACQ2 Episode,"March 10, 2022",Related Episodes,tradfi_vs_crypto_explaining_bnpl_and_whats_next_in_fintech_with_bain_capital_ventures_christina_melaskyriazi,True
https://www.acquired.fm/episodes/altimeter-with-brad-gerstner,Altimeter (with Brad Gerstner),"Season 10, Episode 4","March 14, 2022",The Complete History & Strategy of Altimeter,altimeter_with_brad_gerstner,True
https://www.acquired.fm/episodes/composer-with-ceo-benjamin-rollert,Composer (with CEO Benjamin Rollert),ACQ2 Episode,"March 22, 2022",Related Episodes,composer_with_ceo_benjamin_rollert,True
https://www.acquired.fm/episodes/nvidia-the-gpu-company-1993-2006,Nvidia Part I: The GPU Company (1993-2006),"Season 10, Episode 5","March 27, 2022",The Complete History & Strategy of Nvidia: Part 1,nvidia_part_i_the_gpu_company_19932006,True
https://www.acquired.fm/episodes/platforms-and-power-with-hamilton-helmer-and-chenyi-shi,Platforms and Power (with Hamilton Helmer and Chenyi Shi),ACQ2 Episode,"April 5, 2022",Related Episodes,platforms_and_power_with_hamilton_helmer_and_chenyi_shi,True
https://www.acquired.fm/episodes/reverse-interview-with-ben-and-david-at-vanta,Reverse Interview with Ben and David at Vanta,ACQ2 Episode,"April 7, 2022",Related Episodes,reverse_interview_with_ben_and_david_at_vanta,True
https://www.acquired.fm/episodes/travel-for-the-creator-economy,Travel for the Creator Economy,ACQ2 Episode,"April 15, 2022",Related Episodes,travel_for_the_creator_economy,False
https://www.acquired.fm/episodes/nvidia-the-machine-learning-company-2006-2022,Nvidia Part II: The Machine Learning Company (2006-2022),"Season 10, Episode 6","April 20, 2022",The Complete History & Strategy of Nvidia: Part 2,nvidia_part_ii_the_machine_learning_company_20062022,True
https://www.acquired.fm/episodes/arena-show-part-i-idea-dinner-yc-continuity,Arena Show Part I: Idea Dinner + YC Continuity,"Season 10, Episode 7","May 11, 2022",Related Episodes,arena_show_part_i_idea_dinner_yc_continuity,True
https://www.acquired.fm/episodes/joseph-gordon-levitt-a-fireside-chat,Joseph Gordon-Levitt: A Fireside Chat,ACQ2 Episode,"November 14, 2021",Related Episodes,joseph_gordonlevitt_a_fireside_chat,True
https://www.acquired.fm/episodes/audius-with-ceo-roneil-rumberg,Audius (with CEO Roneil Rumberg),ACQ2 Episode,"October 11, 2021",Related Episodes,audius_with_ceo_roneil_rumberg,True
https://www.acquired.fm/episodes/standard-oil-part-ii,Standard Oil Part II,Season 9 Episode 5,"October 18, 2021",The Complete History & Strategy of Standard Oil (Part II),standard_oil_part_ii,True
https://www.acquired.fm/episodes/web3-marketplaces-with-braintrust-ceo-adam-jackson,Web3 Marketplaces (with Braintrust CEO Adam Jackson),ACQ2 Episode,"October 26, 2021",Related Episodes,web3_marketplaces_with_braintrust_ceo_adam_jackson,True
https://www.acquired.fm/episodes/complexity-investing-semiconductors-with-nzs-capital,Complexity Investing & Semiconductors (with NZS Capital),ACQ2 Episode,"November 2, 2021",Related Episodes,complexity_investing_semiconductors_with_nzs_capital,True
https://www.acquired.fm/episodes/not-boring-with-packy-mccormick,Not Boring (with Packy McCormick),"Season 9, Episode 6","December 3, 2021",The Complete History & Strategy of Not Boring,not_boring_with_packy_mccormick,True
https://www.acquired.fm/episodes/blue-origin-and-the-2021-space-landscape-with-rob-meyerson,Blue Origin and the 2021 Space Landscape (with Rob Meyerson),ACQ2 Episode,"December 6, 2021",Related Episodes,blue_origin_and_the_2021_space_landscape_with_rob_meyerson,True
https://www.acquired.fm/episodes/7-powers-with-hamilton-helmer,7 Powers with Hamilton Helmer,ACQ2 Episode,"December 7, 2021",Related Episodes,7_powers_with_hamilton_helmer,True
https://www.acquired.fm/episodes/ftx-with-sam-bankman-fried-mario-gabriele,FTX (with Sam Bankman-Fried & Mario Gabriele),"Season 9, Episode 7","December 14, 2021",The Complete History & Strategy of FTX,ftx_with_sam_bankmanfried_mario_gabriele,True
https://www.acquired.fm/episodes/caa-with-michael-ovitz,CAA (with Michael Ovitz),"Season 9, Episode 8","December 21, 2021",The Complete History & Strategy of Creative Artists Agency,caa_with_michael_ovitz,True
https://www.acquired.fm/episodes/mission-driven-founders-global-investing-and-canva-with-wesley-chan,"Mission-Driven Founders, Global Investing, and Canva (with Wesley Chan)",ACQ2 Episode,"December 30, 2021",Related Episodes,missiondriven_founders_global_investing_and_canva_with_wesley_chan,False
https://www.acquired.fm/episodes/2021-recap-acquired-x-not-boring-x-the-generalist,2021 Recap: Acquired x Not Boring x The Generalist,ACQ2 Episode,"January 2, 2022",Related Episodes,2021_recap_acquired_x_not_boring_x_the_generalist,False
https://www.acquired.fm/episodes/italic-a-new-era-of-online-retail,Italic & a New Era of Online Retail,ACQ2 Episode,"January 6, 2022",Related Episodes,italic_a_new_era_of_online_retail,True
https://www.acquired.fm/episodes/taylor-swift-acquireds-version,Taylor Swift (Acquired’s Version),"Season 10, Episode 1","January 23, 2022",Related Episodes,taylor_swift_acquireds_version,True
https://www.acquired.fm/episodes/race-capital-crypto-investing-and-ftx-solanas-early-days,"Race Capital, Crypto Investing, and FTX + Solana’s Early Days",ACQ2 Episode,"January 26, 2022",Related Episodes,race_capital_crypto_investing_and_ftx_solanas_early_days,True
https://www.acquired.fm/episodes/berkshire-hathaway-part-ii,Berkshire Hathaway Part II,"Season 8, Episode 6","May 12, 2021",The Complete History & Strategy of Berkshire Hathaway (Part II),berkshire_hathaway_part_ii,True
https://www.acquired.fm/episodes/special-amazon-unbound-with-brad-stone,Special: Amazon Unbound (with Brad Stone),ACQ2 Episode,"May 26, 2021",The History and Evolution of Amazon's strategy,special_amazon_unbound_with_brad_stone,True
https://www.acquired.fm/episodes/berkshire-hathaway-part-iii,Berkshire Hathaway Part III,"Season 8, Episode 7","June 6, 2021",The Complete History & Strategy of Berkshire Hathaway (Part III),berkshire_hathaway_part_iii,True
https://www.acquired.fm/episodes/special-ho-nam-from-altos-ventures-a-different-approach-to-vc,Special: Ho Nam from Altos Ventures — A Different Approach to VC,ACQ2 Episode,"June 20, 2021",Altos Ventures' Strategy and Playbook,special_ho_nam_from_altos_ventures_a_different_approach_to_vc,True
https://www.acquired.fm/episodes/ethereum,Ethereum (with Packy McCormick),"Season 8, Episode 8","July 6, 2021",The Complete History & Strategy of Ethereum,ethereum_with_packy_mccormick,True
https://www.acquired.fm/episodes/solana-with-ceo-anatoly-yakovenko,Special: Solana (with CEO Anatoly Yakovenko),ACQ2 Episode,"July 18, 2021",The Complete History & Strategy of Solana,special_solana_with_ceo_anatoly_yakovenko,True
https://www.acquired.fm/episodes/managing-a-crypto-fund-with-kyle-samani-from-multicoin-capital,Managing a Crypto Fund (with Kyle Samani from Multicoin Capital),ACQ2 Episode,"July 21, 2021",Related Episodes,managing_a_crypto_fund_with_kyle_samani_from_multicoin_capital,False
https://www.acquired.fm/episodes/andreessen-horowitz-part-i,Andreessen Horowitz Part I,"Season 9, Episode 1","July 26, 2021",The Complete History & Strategy of Andreessen Horowitz: Part I,andreessen_horowitz_part_i,True
https://www.acquired.fm/episodes/kim-mai-cutler-from-journalist-to-vc,Kim-Mai Cutler: from Journalist to VC,ACQ2 Episode,"August 4, 2021",Related Episodes,kimmai_cutler_from_journalist_to_vc,True
https://www.acquired.fm/episodes/andreessen-horowitz-part-ii,Andreessen Horowitz Part II,"Season 9, Episode 2","August 9, 2021",The Complete History & Strategy of Andreessen Horowitz: Part II,andreessen_horowitz_part_ii,True
https://www.acquired.fm/episodes/explaining-macroeconomics-the-fed-interest-rates-and-valuations-with-matt-mcbrady,"Explaining Macroeconomics, The Fed, Interest Rates and Valuations (with Matt McBrady)",ACQ2 Episode,"August 16, 2021",Related Episodes,explaining_macroeconomics_the_fed_interest_rates_and_valuations_with_matt_mcbrady,True
https://www.acquired.fm/episodes/kevin-rose-from-web-2-0-to-web3,Kevin Rose from Web 2.0 to Web3,ACQ2 Episode,"August 29, 2021",Related Episodes,kevin_rose_from_web_20_to_web3,True
https://www.acquired.fm/episodes/tsmc,TSMC,"Season 9, Episode 3","September 6, 2021",The Complete History & Strategy of TSMC,tsmc,True
https://www.acquired.fm/episodes/standard-oil-part-i,Standard Oil Part I,"Season 9, Episode 4","September 21, 2021",The Complete History & Strategy of Standard Oil (Part I),standard_oil_part_i,True
https://www.acquired.fm/episodes/michael-mauboussin-master-class-moats-skill-luck-decision-making-and-a-whole-lot-more,"Michael Mauboussin Master Class — Moats, Skill, Luck, Decision Making and a Whole Lot More",ACQ2 Episode,"October 5, 2021",Related Episodes,michael_mauboussin_master_class_moats_skill_luck_decision_making_and_a_whole_lot_more,False
https://www.acquired.fm/episodes/special-acquired-x-indie-hackers,Special: Acquired x Indie Hackers,ACQ2 Episode,"December 17, 2020",Related Episodes,special_acquired_x_indie_hackers,True
https://www.acquired.fm/episodes/what-remote-work-looks-like-in-2021-and-beyond-with-doist-ceo-amir-salihefendic,What Remote Work Looks Like in 2021 (and Beyond) with Doist CEO Amir Salihefendić,ACQ2 Episode,"December 21, 2020",Related Episodes,what_remote_work_looks_like_in_2021_and_beyond_with_doist_ceo_amir_salihefendi,True
https://www.acquired.fm/episodes/bitcoin,Bitcoin,"Season 8, Episode 1","January 18, 2021",Related Episodes,bitcoin,True
https://www.acquired.fm/episodes/special-sequoia-capitals-investment-playbook-with-alfred-lin,Special: Sequoia Capital's Investment Playbook (with Alfred Lin),ACQ2 Episode,"January 31, 2021",How Sequoia Capital Invests,special_sequoia_capitals_investment_playbook_with_alfred_lin,True
https://www.acquired.fm/episodes/roblox-ipo-preview-with-mario-gabriele-from-the-generalist,Roblox IPO Preview (with Mario Gabriele from The Generalist),ACQ2 Episode,"February 12, 2021",Complete Analysis of the Roblox IPO,roblox_ipo_preview_with_mario_gabriele_from_the_generalist,True
https://www.acquired.fm/episodes/the-new-york-times-company,The New York Times Company,"Season 8, Episode 2","February 17, 2021",The Complete History and Strategy of The New York Times,the_new_york_times_company,True
https://www.acquired.fm/episodes/saas-in-2021-and-emergence-capitals-deep-collaboration-thesis,SaaS in 2021 and Emergence Capital's Deep Collaboration Thesis,ACQ2 Episode,"March 5, 2021",Related Episodes,saas_in_2021_and_emergence_capitals_deep_collaboration_thesis,True
https://www.acquired.fm/episodes/meituan,Meituan,"Season 8, Episode 3","March 10, 2021",The Complete History and Strategy of Meituan,meituan,False
https://www.acquired.fm/episodes/modern-treasury-interviews-ben-david-and-vice-versa,Modern Treasury interviews Ben & David (and vice versa!),ACQ2 Episode,"March 18, 2021",Related Episodes,modern_treasury_interviews_ben_david_and_vice_versa,True
https://www.acquired.fm/episodes/rec-room-part-ii-with-ceo-nick-fajt,Rec Room Part II (with CEO Nick Fajt),"Season 8, Episode 4","March 23, 2021",‍,rec_room_part_ii_with_ceo_nick_fajt,True
https://www.acquired.fm/episodes/the-meituan-bear-case-with-lillian-li,The Meituan Bear Case (with Lillian Li),ACQ2 Episode,"April 1, 2021",Related Episodes,the_meituan_bear_case_with_lillian_li,True
https://www.acquired.fm/episodes/special-why-now-for-digital-health-with-levels-founder-josh-clemente,"Special: ""Why Now"" for Digital Health with Levels founder Josh Clemente",ACQ2 Episode,"April 5, 2021",Why Now is the Time for Digital Health Startups,special_why_now_for_digital_health_with_levels_founder_josh_clemente,True
https://www.acquired.fm/episodes/berkshire-hathaway-part-i,Berkshire Hathaway Part I,"Season 8, Episode 5","April 20, 2021",The Complete History & Strategy of Berkshire Hathaway (Part I),berkshire_hathaway_part_i,True
https://www.acquired.fm/episodes/making-your-customers-your-secret-weapon-with-highspots-oliver-sharp,Making your customers your secret weapon (with Highspot's Oliver Sharp),ACQ2 Episode,"April 28, 2021",Related Episodes,making_your_customers_your_secret_weapon_with_highspots_oliver_sharp,False
https://www.acquired.fm/episodes/special-2021-china-tech-trends-with-tech-buzz-china,Special: 2021 China Tech Trends (with Tech Buzz China),ACQ2 Episode,"May 5, 2021",2021 China Tech Trends,special_2021_china_tech_trends_with_tech_buzz_china,True
https://www.acquired.fm/episodes/special-invest-like-the-best-on-acquired,Special: Invest Like the Best on Acquired,Special Episode,"October 6, 2020",Related Episodes,special_invest_like_the_best_on_acquired,True
https://www.acquired.fm/episodes/epic-games,Epic Games,"Season 7, Episode 3","September 1, 2020",Related Episodes,epic_games,True
https://www.acquired.fm/episodes/special-acquired-x-my-first-million,Special: Acquired x My First Million Crossover,ACQ2 Episode,"September 9, 2020",Related Episodes,special_acquired_x_my_first_million_crossover,True
https://www.acquired.fm/episodes/vc-fundamentals-part-3-company-building,VC Fundamentals Part 3: Company Building,ACQ2 Episode,"September 15, 2020",Related Episodes,vc_fundamentals_part_3_company_building,True
